customer_id,txn_count,total_amount,avg_amount,std_amount,max_amount,deposit_count,withdrawal_count,transfer_count,last_txn_date,first_txn_date,active_days,txn_frequency,deposit_ratio,withdrawal_ratio,avg_daily_spend,cluster,segment_label,pca1,pca2
CUST000001,11,407872.25,37079.295454545456,36085.05461953421,114100.06,4,2,3,2025-10-14,2023-03-27,933,0.011789924973204717,0.36363636363636365,0.18181818181818182,437.16211146838157,0,Low Activity,2.372099079690872,-0.18815581820805233
CUST000002,16,535516.32,33469.77,25278.623712526758,92754.09,7,3,4,2025-12-03,2023-01-09,1060,0.01509433962264151,0.4375,0.1875,505.20407547169805,0,Low Activity,2.2041243101625323,0.10422854361437844
CUST000003,7,179806.78,25686.682857142856,17326.031263329096,56432.21,3,0,4,2025-09-06,2023-03-15,907,0.007717750826901874,0.42857142857142855,0.0,198.24341786108047,1,High Value,-0.9524114301169417,0.0016514645749119293
CUST000004,7,131780.97,18825.852857142858,17501.19777587686,53766.17,3,0,2,2025-12-19,2023-01-02,1083,0.006463527239150508,0.42857142857142855,0.0,121.68141274238228,1,High Value,-1.5311986878323163,-0.07266800578544816
CUST000005,8,287298.98000000004,35912.372500000005,31536.70141394071,84590.25,2,4,1,2025-08-12,2023-08-25,719,0.011126564673157162,0.25,0.5,399.5813351877608,0,Low Activity,0.3815188564652701,-0.14397525912679188
CUST000006,13,432074.38,33236.49076923077,34644.535287559054,133994.21,4,4,3,2025-09-18,2023-01-14,979,0.013278855975485188,0.3076923076923077,0.3076923076923077,441.3425740551583,0,Low Activity,2.416752123684612,-0.2274996958591943
CUST000007,10,267375.74,26737.574,21993.428385341835,65280.23,2,5,2,2025-11-15,2023-01-15,1036,0.009652509652509652,0.2,0.5,258.0846911196911,1,High Value,-0.9577139839319517,-0.15773457017984457
CUST000008,6,116829.6,19471.600000000002,5008.862338479667,26030.8,1,3,0,2025-02-25,2023-08-12,564,0.010638297872340425,0.16666666666666666,0.5,207.14468085106384,1,High Value,-3.7344282639802566,0.17093773925742464
CUST000009,12,385174.35,32097.8625,36809.6520723986,119698.29,3,4,2,2025-11-29,2023-06-17,897,0.013377926421404682,0.25,0.3333333333333333,429.40284280936453,0,Low Activity,1.851184804938743,-0.23162719390009015
CUST000010,9,314101.37,34900.15222222222,34098.09813771575,115267.71,4,1,3,2025-12-12,2023-02-17,1030,0.008737864077669903,0.4444444444444444,0.1111111111111111,304.952786407767,0,Low Activity,1.9154889163273623,-0.27880055445641083
CUST000011,12,399172.4,33264.36666666667,31562.9994745278,108184.92,6,2,1,2025-12-31,2023-02-13,1053,0.011396011396011397,0.5,0.16666666666666666,379.08110161443494,0,Low Activity,2.1372139501656537,-0.12194803672906462
CUST000012,8,274001.06,34250.1325,26473.542126029883,74900.98,4,1,2,2025-08-04,2023-01-04,944,0.00847457627118644,0.5,0.125,290.2553601694915,0,Low Activity,0.6825500757974674,-0.07393417320056694
CUST000013,11,304867.12,27715.192727272726,22420.324143384318,62786.57,4,2,3,2025-10-20,2023-04-24,911,0.012074643249176729,0.36363636363636365,0.18181818181818182,334.6510647639956,1,High Value,-0.0677079463909643,0.054338798100480354
CUST000014,10,326476.3,32647.629999999997,36886.4399016757,110404.71,3,2,2,2025-11-25,2023-06-05,905,0.011049723756906077,0.3,0.2,360.7472928176795,0,Low Activity,1.6104977217773608,-0.2670607268547443
CUST000015,8,125572.54999999999,15696.568749999999,12683.841186091218,41365.67,3,1,3,2025-12-25,2023-03-10,1022,0.007827788649706457,0.375,0.125,122.86942270058707,1,High Value,-2.341247069041938,0.014503383114178753
CUST000016,9,225592.24,25065.804444444442,20304.268572042376,74569.9,4,3,0,2025-11-02,2023-09-22,773,0.01164294954721863,0.4444444444444444,0.3333333333333333,291.8398965071151,1,High Value,-0.5534805757146727,0.052505966380569494
CUST000017,10,243460.74,24346.074,21986.26461269409,67426.5,4,3,2,2025-10-31,2023-01-07,1029,0.009718172983479106,0.4,0.3,236.5993586005831,1,High Value,-0.550354144994931,-0.06866551866670716
CUST000018,8,280893.76,35111.72,37597.54405204946,102008.01,6,1,0,2025-11-11,2023-08-14,821,0.0097442143727162,0.75,0.125,342.13612667478685,0,Low Activity,2.2391304005509123,-0.09464271324937655
CUST000019,9,257554.97999999998,28617.219999999998,18596.489331371125,54870.13,1,3,2,2025-10-26,2023-03-20,952,0.009453781512605041,0.1111111111111111,0.3333333333333333,270.54094537815126,1,High Value,-1.2873779155288727,-0.1002170880082697
CUST000020,11,228343.47,20758.497272727273,14595.674246599294,44712.64,4,3,2,2025-12-10,2023-01-31,1045,0.010526315789473684,0.36363636363636365,0.2727272727272727,218.5104976076555,1,High Value,-1.5264330762859735,0.06873149788442426
CUST000021,10,375679.08,37567.908,36675.26818373318,113444.77,8,1,0,2025-11-26,2023-02-19,1012,0.009881422924901186,0.8,0.1,371.22438735177866,0,Low Activity,3.114610745119608,-0.09859900505816424
CUST000022,10,235922.41,23592.241,20018.999252786758,60842.0,5,2,3,2025-07-21,2023-01-23,911,0.010976948408342482,0.5,0.2,258.9708122941822,1,High Value,-0.5325692660675713,0.0755132099097131
CUST000023,13,443871.8,34143.984615384616,38030.81914910537,124803.96,4,2,6,2025-09-13,2023-03-09,920,0.014130434782608696,0.3076923076923077,0.15384615384615385,482.46934782608696,0,Low Activity,2.694792909491594,-0.17522874416584927
CUST000024,9,174437.59,19381.954444444444,16713.816586243935,49411.11,3,4,1,2025-11-23,2023-01-28,1031,0.008729388942774006,0.3333333333333333,0.4444444444444444,169.19261881668282,1,High Value,-1.987300303666083,-0.06074215158319906
CUST000025,11,295972.67,26906.60636363636,20766.591219014867,70407.98,5,3,2,2025-08-13,2023-09-14,700,0.015714285714285715,0.45454545454545453,0.2727272727272727,422.81809999999996,1,High Value,-0.017500176784226353,0.25236920283740133
CUST000026,8,161593.53,20199.19125,22280.313031147623,67099.29,0,3,3,2025-11-28,2023-05-21,923,0.00866738894907909,0.0,0.375,175.07424702058503,1,High Value,-2.0074962741965674,-0.2838110076879206
CUST000027,8,226010.34,28251.2925,35340.82709042243,109575.64,2,4,1,2025-10-28,2023-06-03,879,0.009101251422070534,0.25,0.5,257.12211604095563,0,Low Activity,0.35967864528590354,-0.3953266516282491
CUST000028,12,395199.99,32933.3325,22238.657264919704,67514.25,4,3,3,2025-11-27,2023-03-24,980,0.012244897959183673,0.3333333333333333,0.25,403.2652959183673,0,Low Activity,0.5485560018285601,0.052202171483887234
CUST000029,10,270990.98,27099.097999999998,21324.30805355491,61692.23,3,1,2,2025-12-23,2023-05-26,943,0.010604453870625663,0.3,0.1,287.3711346765641,1,High Value,-0.39482237155487065,-0.010322772782446865
CUST000030,15,365128.1,24341.873333333333,26366.54766850701,108952.97,5,4,4,2025-12-30,2023-03-12,1025,0.014634146341463415,0.3333333333333333,0.26666666666666666,356.22253658536584,0,Low Activity,1.0750805961624952,-0.07363245355962464
CUST000031,13,259867.59,19989.814615384614,15912.267682284017,40573.76,4,1,4,2025-12-27,2023-04-27,976,0.01331967213114754,0.3076923076923077,0.07692307692307693,266.2577766393443,1,High Value,-1.2079119171520019,0.158725328709022
CUST000032,12,315297.99,26274.8325,19247.294795822898,75761.79,5,4,1,2025-05-23,2023-01-19,856,0.014018691588785047,0.4166666666666667,0.3333333333333333,368.338773364486,1,High Value,-0.04328107931332122,0.1360044119335783
CUST000033,15,237708.67,15847.244666666667,13589.714903937918,47319.24,2,8,5,2025-08-06,2023-07-17,752,0.0199468085106383,0.13333333333333333,0.5333333333333333,316.10195478723404,1,High Value,-2.1892818058111527,0.2704786973376458
CUST000034,9,355807.53,39534.170000000006,34362.712870885574,110432.12,5,1,2,2025-12-06,2023-06-17,904,0.00995575221238938,0.5555555555555556,0.1111111111111111,393.5924004424779,0,Low Activity,2.454083522704414,-0.13617364162111564
CUST000035,13,262116.22,20162.786153846155,20313.457751049973,70807.68,3,5,2,2025-11-25,2023-01-01,1060,0.012264150943396227,0.23076923076923078,0.38461538461538464,247.2794528301887,1,High Value,-0.9347040288087147,-0.07511218148833139
CUST000036,13,578397.41,44492.10846153846,29608.560987464094,114852.69,7,4,1,2025-08-20,2023-07-15,768,0.016927083333333332,0.5384615384615384,0.3076923076923077,753.1216276041667,0,Low Activity,3.417458985801227,0.2663829099438686
CUST000037,9,298753.51,33194.834444444445,22071.168995619097,63669.74,3,2,4,2025-12-13,2023-05-17,942,0.009554140127388535,0.3333333333333333,0.2222222222222222,317.1480997876858,1,High Value,-0.03891200575332597,-0.0340212218597921
CUST000038,4,186947.86,46736.965,10693.548533212288,61222.11,2,1,0,2024-10-14,2023-03-25,570,0.007017543859649123,0.5,0.25,327.97870175438595,1,High Value,-0.4086454996464455,0.15154640803688868
CUST000039,12,221506.98,18458.915,16978.691990142175,62023.14,0,3,5,2025-04-28,2023-03-03,788,0.015228426395939087,0.0,0.25,281.100228426396,1,High Value,-1.8232521609737968,0.03160562821263938
CUST000040,12,243214.89,20267.9075,16509.649272260103,49021.42,4,1,4,2025-07-01,2023-10-08,633,0.018957345971563982,0.3333333333333333,0.08333333333333333,384.2257345971564,1,High Value,-1.0876301695065338,0.3983467671281033
CUST000041,11,382967.12,34815.192727272726,24583.815173633688,66625.54,5,4,1,2025-12-06,2023-04-30,952,0.011554621848739496,0.45454545454545453,0.36363636363636365,402.27638655462187,0,Low Activity,0.7371971451603604,0.05196631770978556
CUST000042,11,144665.73,13151.43,15464.379514167387,50784.67,2,4,1,2025-11-12,2023-01-09,1039,0.010587102983638113,0.18181818181818182,0.36363636363636365,139.23554379210782,1,High Value,-2.5238669035624115,-0.07411739647169559
CUST000043,13,330720.77,25440.05923076923,26554.22877872671,84515.91,5,3,4,2025-12-10,2023-05-02,954,0.013626834381551363,0.38461538461538464,0.23076923076923078,346.66747379454927,0,Low Activity,0.6024762735317775,-0.007155525408387949
CUST000044,10,242044.9,24204.489999999998,19761.821082649916,55955.69,2,2,2,2025-09-29,2023-01-22,982,0.010183299389002037,0.2,0.2,246.4815682281059,1,High Value,-1.1257975518688497,-0.06379987822033126
CUST000045,14,445352.62,31810.90142857143,37001.33162332194,144491.71,2,5,3,2025-06-15,2023-01-21,877,0.01596351197263398,0.14285714285714285,0.35714285714285715,507.8137058152794,0,Low Activity,2.4054247637303323,-0.2349454176712301
CUST000046,12,392509.41000000003,32709.117500000004,20754.14087871234,57887.75,3,3,2,2025-12-03,2023-01-14,1055,0.011374407582938388,0.25,0.25,372.04683412322277,1,High Value,0.13171660394790613,0.012299466591794744
CUST000047,14,340325.86,24308.989999999998,22888.18556364195,77526.13,4,5,3,2025-09-22,2023-05-08,869,0.01611047180667434,0.2857142857142857,0.35714285714285715,391.6292980437284,1,High Value,0.025537278309634318,0.0949891296790628
CUST000048,14,393928.29,28137.734999999997,26922.758385072302,93242.32,7,4,2,2025-07-10,2023-02-24,868,0.016129032258064516,0.5,0.2857142857142857,453.83443548387095,0,Low Activity,1.3705394485925873,0.1366909520537307
CUST000049,6,183197.06,30532.843333333334,26831.608926719742,59738.32,1,1,4,2024-12-20,2023-02-01,689,0.008708272859216255,0.16666666666666666,0.16666666666666666,265.8883309143686,1,High Value,-0.8718821945470173,-0.15663372188131133
CUST000050,12,248082.24,20673.52,13737.947335207888,46771.92,3,4,3,2025-11-15,2023-04-01,960,0.0125,0.25,0.3333333333333333,258.419,1,High Value,-1.6716033558438983,0.09656819813965004
CUST000051,12,318105.86,26508.821666666667,29154.48907275199,103129.88,2,4,1,2025-12-27,2023-12-07,752,0.015957446808510637,0.16666666666666666,0.3333333333333333,423.0131117021276,0,Low Activity,0.4939757985301252,-0.05058016981005458
CUST000052,13,411886.1,31683.546153846153,32040.364128610894,119976.59,4,4,3,2025-11-27,2023-05-07,936,0.013888888888888888,0.3076923076923077,0.3076923076923077,440.0492521367521,0,Low Activity,1.8916621786581411,-0.14142019320608448
